"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"388","Official Twitter Page of Congressman Garret Graves (LA06)",205,849,10,214,"http://t.co/Xl9zvwQcFh","Rep. Garret Graves",1419961884,0,1,"RepGarretGraves","Washington, D.C.","en","2951574214",42,0,"http://pbs.twimg.com/profile_images/553292029963145216/lzwyCMoA_normal.png"
"389","Proudly serving Maine's Second Congressional District",510,1175,2,306,"http://t.co/Ogg3AouzND","Rep. Bruce Poliquin",1419024767,0,1,"RepPoliquin","","en","2932617195",80,0,"http://pbs.twimg.com/profile_images/603293761255313409/5IGETVAi_normal.jpg"
"390","Representing Michigan's Fourth Congressional District. This is the Twitter page of the official House office.",286,911,18,155,"http://t.co/cwXZtKCJhJ","Rep. John Moolenaar",1406840954,0,1,"RepMoolenaar","","en","2696643955",75,0,"http://pbs.twimg.com/profile_images/582601285918179328/pMYeRdaS_normal.jpg"
"391","Official account for Congressman Mike Bishop #MI08. Serving on @HouseJudiciary and @EdWorkforce Committees.",320,1374,61,308,"http://t.co/cJYobAueyX","Mike Bishop",1418249974,0,1,"RepMikeBishop","Rochester, MI","en","2914571740",77,0,"http://pbs.twimg.com/profile_images/550812890828005378/JzBr_7A7_normal.jpeg"
"392","U.S. Representative for Michigan's 11th Congressional District.
A Leader Southeast Michigan Can Rely On",93,955,0,39,"http://t.co/IbwtalQDVL","Rep. Dave Trott",1415572937,0,0,"repdavetrott","","en","2869746172",67,0,"http://pbs.twimg.com/profile_images/552471585265692672/Ib8ljnzK_normal.jpeg"
"393","Proudly serving the people of Michigan's 12th District with a focus on jobs, the economy, health care and education.",395,1869,70,634,"http://t.co/tsIQhHRnwP","Rep. Debbie Dingell",1420830950,0,1,"RepDebDingell","Washington, DC","en","2970279814",73,0,"http://pbs.twimg.com/profile_images/556105749235892227/PFL3yii2_normal.jpeg"
"394","Husband, father, hockey fan, and Congressman for Minnesota's 6th District.",419,1391,34,123,"http://t.co/jU8TYBqqHL","Tom Emmer",1418247892,0,1,"RepTomEmmer","Otsego, MN | Washington, D.C.","en","2914515430",85,0,"http://pbs.twimg.com/profile_images/581113087417176064/4lKY_peW_normal.jpg"
"395","5th generation Montanan. Retired #NavySEAL Commander. Husband, father, grandfather. Played 4 #OregonDucks. Teddy Roosevelt fan. Congressman for Montana.",503,1980,15,797,"http://t.co/4VpMC6h5ac","Ryan Zinke",1420047121,0,1,"RepRyanZinke","Montana","en","2953494478",86,0,"http://pbs.twimg.com/profile_images/550345566509465600/eDxVNQ-1_normal.jpeg"
"396","Congressman from North Carolina's 7th Congressional district",95,1122,18,330,NA,"David Rouzer",1348086195,0,1,"RepDavidRouzer","","en","834069080",69,0,"http://pbs.twimg.com/profile_images/552499650142273536/EKez3vEv_normal.jpeg"
"397","Proudly Representing Nebraska's 2nd Congressional District",280,1250,109,480,"http://t.co/tWZvDFBJ0G","Brad Ashford",1420559489,0,1,"RepBradAshford","","en","2964351843",76,0,"http://pbs.twimg.com/profile_images/598850679826874370/HgSu5HRO_normal.jpg"
"398","Congressman for New Jersey's Third Congressional District",209,1011,5,51,"http://t.co/jpK6IZgOJH","Tom MacArthur",1420500139,0,1,"RepTomMacArthur","","en","2962994194",67,0,"http://pbs.twimg.com/profile_images/552489945537855488/9OmPhNWe_normal.jpeg"
"399","Proudly representing New Jersey's 12th Congressional District. RT's are not endorsements.",410,872,51,266,"https://t.co/V4nIqMM1ZP","Bonnie WatsonColeman",1420748296,0,1,"RepBWColeman","New Jersey ","en","2968451607",60,0,"http://pbs.twimg.com/profile_images/615544141670424576/jswKg4uB_normal.jpg"
"400","Representing Nevada's 4th Congressional District - 702.912.1634 or 202.225.9894",418,1149,89,364,"http://t.co/RPDLpARNAe","Rep. Cresent Hardy",1420553311,0,1,"RepHardy","","en","2964222544",81,0,"http://pbs.twimg.com/profile_images/552515282728521729/bazgL2JV_normal.jpeg"
"401","Official Twitter of U.S. Congressman Lee Zeldin of New York's 1st Congressional District.",134,1113,10,281,NA,"Lee Zeldin",1408562747,0,0,"RepLeeZeldin","","en","2750127259",67,0,"http://pbs.twimg.com/profile_images/585164854526406657/jsf3wMaO_normal.jpg"
"402","Official government account for Congresswoman Kathleen Rice,  representing NY's 4th congressional district (Long Island). Tweets from Kathleen are signed -kr",409,2237,0,830,"http://t.co/XBMpgvbVZ1","Kathleen Rice",1420838307,0,1,"RepKathleenRice","Long Island, NY","en","2970462034",60,0,"http://pbs.twimg.com/profile_images/593055390192902147/roEgT5OF_normal.jpg"
"403","Official Twitter Account for Congresswoman Elise Stefanik, proudly representing New York's 21st District.",470,2576,0,161,"http://t.co/aqRshGoEsH","Rep. Elise Stefanik",1420496271,0,1,"RepStefanik","","en","2962813893",119,0,"http://pbs.twimg.com/profile_images/559721923458764801/Fk2KIC3k_normal.jpeg"
"404","The official Twitter account of Rep. John Katko.  Proudly representing New York's 24th Congressional District.",80,1230,10,104,"http://t.co/uGAHEIPdlm","John Katko",1420667509,0,1,"RepJohnKatko","Syracuse, New York","en","2966765501",63,0,"http://pbs.twimg.com/profile_images/554696221269712897/C6aDs9sH_normal.jpeg"
"405","U.S. Rep. for PA's 6th Congressional District including portions of Berks, Chester, Lebanon & Montgomery Counties. @Transport & @HouseVetAffairs Committees",465,1298,33,410,"http://t.co/GHAVdkHUkJ","Rep. Ryan Costello ",1420065503,0,1,"RepRyanCostello","PA-06 ","en","2953922782",76,0,"http://pbs.twimg.com/profile_images/601478674672721920/VHEwGHf1_normal.jpg"
"406","U.S. Congressman (D-PA-13)",1673,2114,216,444,"http://t.co/m0D89LTeDt","US Rep Brendan Boyle",1293467469,0,1,"RepBrendanBoyle","Montco & Philadelphia","en","231108733",136,0,"http://pbs.twimg.com/profile_images/593395216679178241/XYOETgPu_normal.jpg"
"407","Heath Resident, @SMU Grad, Chairman of Subcommittee on Cybersecurity @HouseHomeland & on @HouseJudiciary - 4th District of Texas U.S. Rep. RTs ≠ endorsements",397,1070,18,168,"http://t.co/RaXZihuHYU","John Ratcliffe",1414441235,0,1,"RepRatcliffe","","en","2847221717",81,0,"http://pbs.twimg.com/profile_images/569887876003799041/OFIrW5vG_normal.jpeg"
"408","San Antonio native, @TAMU grad, former undercover CIA officer, cybersecurity expert, Chair of IT Subcommittee on @GOPOversight, also on @HouseHomeland",664,2274,499,351,"http://t.co/w6EN71cdoK","Rep. Will Hurd",1420518438,0,1,"HurdOnTheHill","#TX23","en","2963445730",133,0,"http://pbs.twimg.com/profile_images/608345595418406914/6x4jNX_l_normal.jpg"
"409","Husband, father of 5, grandfather of 12, veteran, dentist, former mayor, and proud Texan serving the people of Texas' 36th District in the U.S. Congress.",298,1211,46,373,"http://t.co/pCIBLYLTCN","Brian Babin",1418909333,0,1,"RepBrianBabin","","en","2929491549",86,0,"http://pbs.twimg.com/profile_images/558035287444430848/jDt7bcmR_normal.jpeg"
"410","Official account for Congresswoman Mia Love, Utah's 4th District",104,3223,13,17,"http://t.co/KTm95n2kOV","Rep. Mia Love",1421163868,0,1,"RepMiaLove","Saratoga Springs, UT","en","2976598347",113,0,"http://pbs.twimg.com/profile_images/563366671780286464/l-ns83rs_normal.jpeg"
"411","Honored To Represent Virginia’s 10th Congressional District. Attorney • Legislator • Mom",428,1532,37,512,"https://t.co/zwcWKMBIGJ","Barbara Comstock",1419087817,0,1,"RepComstock","Virginia's 10th CD","en","2933760046",79,0,"http://pbs.twimg.com/profile_images/570247519695667200/aBcZjKPe_normal.jpeg"
"412","Congresswoman Stacey Plaskett represents the U.S. Virgin Islands in the U.S. House of Representatives.",152,534,27,84,"http://t.co/T9tJ8F2eLe","Rep. Stacey Plaskett",1407768001,0,1,"StaceyPlaskett","U.S. Virgin Is. | Wash., DC","en","2724095695",48,0,"http://pbs.twimg.com/profile_images/571356958507016192/dBChNKvk_normal.jpeg"
"413","Proud to represent Washington's 4th District in the U.S. Congress",231,1023,9,586,"https://t.co/qIftHgI639","Rep Dan Newhouse",1418933963,0,1,"RepNewhouse","","en","2930635215",70,0,"http://pbs.twimg.com/profile_images/553653397505576960/4z-oC8rN_normal.jpeg"
"414","Official account for Congressman Alex Mooney representing the 2nd district of West Virginia.  Serving on the Natural Resources and Budget House Committees.",189,1212,57,196,"http://t.co/RwgqyghSrE","Rep. Alex Mooney",1420564390,0,1,"RepAlexMooney","","en","2964526557",60,0,"http://pbs.twimg.com/profile_images/552513452866945024/9kW1uDrE_normal.jpeg"
"415","I'm honored to represent the people of West Virginia's 3rd Congressional District in the 114th Congress.",479,1413,23,436,"http://t.co/4WvQYxuluZ","Rep. Evan Jenkins",1420059172,0,1,"RepEvanJenkins","West Virginia","en","2953713339",79,0,"http://pbs.twimg.com/profile_images/588782390056787968/1hJFP7wo_normal.jpg"
"416","Congresswoman Representing American Samoa",1,207,0,0,"http://t.co/L7B6x0yzTS","Congresswoman Amata",1423497636,0,1,"RepAmata","Washington, D.C.","en","3026622545",17,0,"http://pbs.twimg.com/profile_images/564816554185859073/f1VAN3h3_normal.jpeg"
